LFQ intensity 1_1	LFQ intensity 1_2	LFQ intensity 1_3	LFQ intensity 1_4	LFQ intensity 1_5	LFQ intensity 1_6	LFQ intensity 10_1	LFQ intensity 10_2	LFQ intensity 10_3	LFQ intensity 10_4	LFQ intensity 10_5	LFQ intensity 10_6	LFQ intensity 4_1	LFQ intensity 4_2	LFQ intensity 4_3	LFQ intensity 4_4	LFQ intensity 4_5	LFQ intensity 4_6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant fold10_fold1	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value fold10_fold1	Student's T-test q-value fold10_fold1	Student's T-test Difference fold10_fold1	Student's T-test Test statistic fold10_fold1	Protein IDs	Majority protein IDs	id
0	0	0	0	0	0	0	0	0	0	0	0	0	22.86863136	0	0	0	0						1	1	1	3.6	3.6	3.6	46.382	0	2.836	46345000	8	NaN	NaN	0	NaN	sp|P53196|RPN14_YEAST	sp|P53196|RPN14_YEAST	2366
0	0	0	0	0	0	0	0	0	0	0	22.05867386	0	0	0	0	0	0						1	1	1	4.4	4.4	4.4	28.582	0	7.2967	18558000	4	NaN	NaN	0	NaN	sp|P53200|EFM5_YEAST	sp|P53200|EFM5_YEAST	2367
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.95127106						1	1	1	4.7	4.7	4.7	34.679	0	91.043	58870000	17	NaN	NaN	0	NaN	sp|P53210|YG1B_YEAST	sp|P53210|YG1B_YEAST	2368
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.74486351	0	0						1	1	1	5.9	5.9	5.9	25.244	0.0029845	1.856	16483000	7	NaN	NaN	0	NaN	sp|P53224|ORM1_YEAST	sp|P53224|ORM1_YEAST	2369
0	0	0	0	0	0	27.8426609	28.16274261	27.8595829	26.9262619	26.71973228	28.21396255	0	0	0	0	0	0				+	fold10_fold1	2	2	2	4	4	4	71.304	0	35.241	2010500000	34	15.85402771	7.86E-16	27.62082386	105.7632917	sp|P53235|EIF2A_YEAST	sp|P53235|EIF2A_YEAST	2370
0	0	0	0	0	0	26.4869709	28.40129089	28.6456089	25.25756645	28.63841057	27.82195473	0	28.37654114	27.38418007	0	27.79890823	0				+	fold10_fold1	5	5	5	38.1	38.1	38.1	38.349	0	133.64	2745200000	56	12.49857739	1.75E-12	27.54196707	48.76773428	sp|P53252|PIL1_YEAST	sp|P53252|PIL1_YEAST	2372
0	0	0	0	0	0	0	25.12443352	0	25.61515236	25.08695412	25.10353661	0	0	24.13922691	24.11989021	0	0						2	2	2	4.1	4.1	4.1	109.26	0	29.595	261660000	31	NaN	NaN	0	NaN	sp|P53258|GYP2_YEAST	sp|P53258|GYP2_YEAST	2373
0	0	0	0	0	0	24.24285316	24.44802475	24.28827667	24.4089222	24.26935196	24.38646889	23.15824699	23.49814034	23.19922447	0	23.42930794	23.39806557				+	fold10_fold1	4	4	4	7.8	7.8	7.8	69.876	0	179.93	224900000	48	24.0957189	2.11E-23	24.3406496	705.7939846	sp|P53261|PESC_YEAST	sp|P53261|PESC_YEAST	2374
0	0	0	0	0	0	22.74796295	0	22.97044373	23.03830147	23.08250237	0	22.05364418	0	0	21.93322754	21.89936447	0						3	3	3	17.8	17.8	17.8	25.845	0	26.945	58758000	24	NaN	NaN	0	NaN	sp|P53274|YG36_YEAST	sp|P53274|YG36_YEAST	2375
0	0	0	0	0	0	24.62327003	24.88161659	24.48271561	24.80227852	24.46874046	24.81289101	0	24.02157593	24.12415695	23.80311584	23.97254944	23.98867226				+	fold10_fold1	2	2	2	5.9	5.9	5.9	80.19	0	63.624	255380000	30	20.89702064	1.06E-20	24.67858537	337.9050558	sp|P53276|UTP8_YEAST	sp|P53276|UTP8_YEAST	2377
0	0	23.81411362	23.84287643	23.56825066	23.65031433	26.34708977	26.33587646	26.0792408	26.1627903	26.2501564	25.17687416	25.62346649	25.59536934	25.54445267	25.50124168	25.4885807	25.60783577						5	5	5	10.9	10.9	10.9	92.697	0	30.92	777780000	39	1.168930492	0.105348731	10.24607881	2.047644313	sp|P53278|YG3A_YEAST	sp|P53278|YG3A_YEAST	2378
0	0	0	0	0	0	24.79337502	24.94864464	25.02170181	24.98494148	24.9788456	24.8910141	0	0	0	0	0	0				+	fold10_fold1	2	2	2	2.7	2.7	2.7	128.78	0	23.138	222380000	18	24.29909485	1.51E-23	24.93642044	739.632361	sp|P53280|CF130_YEAST	sp|P53280|CF130_YEAST	2379
0	0	0	0	0	0	28.57636261	28.34570503	28.42414284	28.45701027	28.47332382	28.44600677	0	0	0	26.95326996	27.0255928	26.98239708				+	fold10_fold1	2	2	2	8.3	8.3	8.3	26.139	0	14.313	3048900000	28	25.29719983	2.46E-24	28.45375856	930.738639	sp|P53281|LSB1_YEAST	sp|P53281|LSB1_YEAST	2380
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.55859184						1	1	1	3.7	3.7	3.7	67.588	0	11.665	190450000	12	NaN	NaN	0	NaN	sp|P53283|TPO2_YEAST	sp|P53283|TPO2_YEAST	2381
0	0	0	0	0	0	25.71179962	25.66968727	26.02896881	25.81154442	25.61034393	0	0	0	0	0	0	0						3	3	3	6	6	6	78.78	0	45.53	474030000	23	NaN	NaN	0	NaN	sp|P53297|PBP1_YEAST	sp|P53297|PBP1_YEAST	2382
0	0	0	0	0	0	0	0	0	0	0	22.52893257	0	0	0	0	0	0						2	2	2	8.4	8.4	8.4	47.349	0	8.3325	29537000	6	NaN	NaN	0	NaN	sp|P53298|CENPQ_YEAST	sp|P53298|CENPQ_YEAST	2383
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.84553909						1	1	1	4.9	4.9	4.9	55.071	0	15.323	95516000	9	NaN	NaN	0	NaN	sp|P53303|ZPR1_YEAST	sp|P53303|ZPR1_YEAST	2385
0	0	0	0	0	0	24.95273781	25.07095528	24.99843216	25.18165779	25.19219589	25.13124084	0	0	0	0	0	0				+	fold10_fold1	3	3	3	3.9	3.9	3.9	86.617	0	53.022	330280000	32	23.5781522	5.38E-23	25.08786996	626.4987471	sp|P53313|SDA1_YEAST	sp|P53313|SDA1_YEAST	2386
0	0	0	0	0	0	0	0	0	0	22.16885757	0	0	0	0	0	0	0						1	1	1	11.7	11.7	11.7	22.32	0	3.4178	4792200	1	NaN	NaN	0	NaN	sp|P53317|NOP19_YEAST	sp|P53317|NOP19_YEAST	2387
0	0	0	0	0	0	0	0	0	0	0	21.15554619	0	0	0	0	0	0						1	1	1	1.3	1.3	1.3	60.134	0.00041563	2.3807	10560000	8	NaN	NaN	0	NaN	sp|P53322|TNA1_YEAST	sp|P53322|TNA1_YEAST	2388
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.06972694						1	1	1	4.6	4.6	4.6	34.306	0	27.147	297670000	17	NaN	NaN	0	NaN	sp|P53332|COAD_YEAST	sp|P53332|COAD_YEAST	2390
0	0	0	0	0	0	0	0	24.1936264	24.21970558	0	23.84287643	23.49947929	0	23.41854095	0	0	0						3	3	3	14	14	14	31.311	0	42.907	100970000	15	NaN	NaN	0	NaN	sp|P53335|PXR1_YEAST	sp|P53335|PXR1_YEAST	2391
25.49673843	25.33912468	25.40665436	25.55300522	25.68981934	25.45491028	25.10297585	25.17001152	25.42226791	25.19704247	25.31053162	25.12324905	25.11091995	0	25.56197357	25.32089424	25.58353806	25.165802				+	fold10_fold1	4	4	4	6.1	6.1	6.1	68.254	0	48.268	678800000	57	2.460392023	0.006984217	-0.269028982	-3.803790021	sp|P53350|PLK1_HUMAN	sp|P53350|PLK1_HUMAN	2392
0	0	0	0	0	0	0	0	0	0	0	24.21645355	0	0	0	0	0	0						1	1	1	0.6	0.6	0.6	160.04	0.0037639	1.7983	164360000	12	NaN	NaN	0	NaN	sp|P53355|DAPK1_HUMAN	sp|P53355|DAPK1_HUMAN	2393
25.493536	25.55792046	25.52656555	25.74563217	25.51785278	25.36939621	0	25.05883026	24.8907814	24.88646317	24.90976334	24.90025902	25.05030251	24.78301811	24.78855515	24.965168	0	0						3	3	3	7	7	7	41.738	0	12.65	520630000	42	0.555042472	0.345631954	-4.760800997	-1.145730479	sp|P53367|ARFP1_HUMAN	sp|P53367|ARFP1_HUMAN	2394
27.64016914	27.26794052	27.16662598	26.9949646	27.07163048	26.9971199	26.81274414	26.69178963	26.77906418	26.68605614	26.56350136	26.85186195	26.84900093	26.87841606	26.76509094	26.81518936	27.0522728	26.90483475				+	fold10_fold1	6	6	6	4.4	4.4	4.4	120.84	0	37.983	2284700000	135	2.755843095	0.003683123	-0.458905538	-4.226127737	sp|P53396|ACLY_HUMAN	sp|P53396|ACLY_HUMAN	2395
0	0	0	0	0	0	0	0	25.34742928	0	0	0	0	0	0	0	0	0						1	1	1	2.5	2.5	2.5	85.642	0	142.86	292400000	16	NaN	NaN	0	NaN	sp|P53438|SOK2_YEAST	sp|P53438|SOK2_YEAST	2396
0	0	0	0	0	0	27.68304634	27.50506401	27.828022	27.27275467	27.3537178	27.52095795	26.67828369	26.39813042	26.73686028	26.56505775	26.59448624	26.74175453				+	fold10_fold1	8	8	8	11.3	11.3	11.3	108.67	0	173.47	2170200000	94	20.77967883	1.35E-20	27.52726046	328.8967187	sp|P53550|DCP2_YEAST	sp|P53550|DCP2_YEAST	2397
0	0	0	0	0	0	24.92840958	0	25.09002686	25.22508621	0	0	0	0	0	0	0	0						2	2	2	4.3	4.3	4.3	27.803	0	3.5567	167110000	8	NaN	NaN	0	NaN	sp|P53551|H1_YEAST	sp|P53551|H1_YEAST	2398
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.99436378						1	1	1	20.7	20.7	20.7	16.408	0	15.279	40503000	8	NaN	NaN	0	NaN	sp|P53567|CEBPG_HUMAN	sp|P53567|CEBPG_HUMAN	2399
0	0	0	0	0	0	0	22.10715675	0	0	0	0	0	0	0	0	0	0						2	2	2	0.9	0.9	0.9	180.53	0	2.5744	7042500	2	NaN	NaN	0	NaN	sp|P53599|SSK2_YEAST	sp|P53599|SSK2_YEAST	2400
0	0	0	0	0	0	0	0	25.5242939	0	0	0	0	0	0	0	0	0						1	1	1	12.7	12.7	12.7	21.687	0	19.149	128790000	2	NaN	NaN	0	NaN	sp|P53600|COPZ_YEAST	sp|P53600|COPZ_YEAST	2401
0	20.80813408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	2.3	2.3	2.3	107.14	0	3.0953	1260600	3	NaN	NaN	0	NaN	sp|P53618|COPB_HUMAN	sp|P53618|COPB_HUMAN	2402
26.69617462	0	0	27.06435013	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	3.3	3.3	3.3	138.34	0	28.538	404830000	16	NaN	NaN	0	NaN	sp|P53621|COPA_HUMAN	sp|P53621|COPA_HUMAN	2403
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.32967186						1	1	1	1.7	1.7	1.7	74.022	0	16.527	219670000	22	NaN	NaN	0	NaN	sp|P53629|ARE2_YEAST	sp|P53629|ARE2_YEAST	2404
0	0	0	0	0	0	0	0	0	0	21.43435669	0	0	0	0	0	0	0						1	1	1	2.6	2.6	2.6	57.701	0.00041667	2.4117	2880200	1	NaN	NaN	0	NaN	sp|P53685|HST1_YEAST	sp|P53685|HST1_YEAST	2405
0	0	0	0	0	0	0	0	22.97935104	0	0	0	0	0	0	0	0	0						1	1	1	9.2	9.2	9.2	42.071	0.0029833	1.8515	22141000	2	NaN	NaN	0	NaN	sp|P53691|PPID_YEAST	sp|P53691|PPID_YEAST	2406
0	0	0	0	0	0	0	0	0	0	0	0	25.9913559	26.10521507	25.85248184	25.96274376	25.74401474	25.73394203						2	2	2	22.6	22.6	22.6	21.142	0	109.72	958820000	23	NaN	NaN	0	NaN	sp|P53725|MPP6_YEAST	sp|P53725|MPP6_YEAST	2407
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	12.6	12.6	12.6	15.066	0	5.1904	0	1	NaN	NaN	0	NaN	sp|P53738|TR112_YEAST	sp|P53738|TR112_YEAST	2408
0	0	0	0	0	0	24.69742203	24.75562286	24.52366638	24.64976501	25.2410717	24.94628143	0	23.52229118	24.70835686	23.29109001	24.23176575	0				+	fold10_fold1	3	3	3	4.6	4.6	4.6	100.55	0	22.231	313370000	49	19.36483007	2.74E-19	24.8023049	237.4421206	sp|P53739|FPK1_YEAST	sp|P53739|FPK1_YEAST	2409
0	0	0	0	0	0	25.66307831	25.91702271	25.87016106	25.89571381	25.79766083	25.38751984	24.57080078	24.81279182	24.6047287	24.85095596	24.88609123	24.70940971				+	fold10_fold1	5	5	5	12.6	12.6	12.6	57.673	0	84.862	513540000	60	20.54856714	2.20E-20	25.75519276	311.8504004	sp|P53741|BRE5_YEAST	sp|P53741|BRE5_YEAST	2410
0	0	0	0	0	0	27.22729111	27.66193771	27.55017471	27.38492203	27.55705833	27.58218956	25.96494675	26.1709671	26.70371819	26.26974297	26.2642765	26.35556602				+	fold10_fold1	4	4	4	14.6	14.6	14.6	36.407	0	172.24	1883700000	81	21.8826509	1.41E-21	27.49392891	423.9982619	sp|P53743|ESF2_YEAST	sp|P53743|ESF2_YEAST	2411
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	2.1	2.1	2.1	121.06	0	5.7539	0	2	NaN	NaN	0	NaN	sp|P53753|ENG1_YEAST	sp|P53753|ENG1_YEAST	2412
0	0	0	0	0	0	26.93764305	26.89712143	26.84911919	26.95704079	26.76255989	26.75913429	25.61526489	0	26.27342987	26.14223099	26.08405685	25.83460617				+	fold10_fold1	3	3	3	12	12	12	29.74	0	9.1008	1143700000	35	24.46772633	1.16E-23	26.86043644	768.9167557	sp|P53769|CWC24_YEAST	sp|P53769|CWC24_YEAST	2413
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.52432442						1	1	1	4.6	4.6	4.6	41.94	0	2.993	196420000	18	NaN	NaN	0	NaN	sp|P53778|MK12_HUMAN	sp|P53778|MK12_HUMAN	2414
0	0	0	0	0	0	0	0	0	0	22.40392685	0	0	0	0	0	0	0						1	1	1	6.1	6.1	6.1	20.324	0	40.229	34527000	8	NaN	NaN	0	NaN	sp|P53801|PTTG_HUMAN	sp|P53801|PTTG_HUMAN	2415
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.727314						1	1	1	6.2	6.2	6.2	27.491	0	20.041	77291000	18	NaN	NaN	0	NaN	sp|Q9UKA8|RCAN3_HUMAN;sp|P53805|RCAN1_HUMAN	sp|Q9UKA8|RCAN3_HUMAN;sp|P53805|RCAN1_HUMAN	2416
0	0	0	0	0	0	0	0	0	0	0	0	24.25932693	0	0	0	0	0						2	2	2	4.1	4.1	4.1	99.058	0	10.627	319580000	26	NaN	NaN	0	NaN	sp|P53814|SMTN_HUMAN	sp|P53814|SMTN_HUMAN	2417
0	0	0	0	0	0	0	0	0	0	24.03330231	0	0	0	0	0	0	0						2	2	2	9.8	9.8	9.8	32.284	0	8.8383	90111000	10	NaN	NaN	0	NaN	sp|P53830|CUS2_YEAST	sp|P53830|CUS2_YEAST	2418
0	0	0	0	0	0	25.41998672	25.1566124	25.39682388	0	0	25.38482285	0	0	0	0	0	24.99438095						4	4	4	6.4	6.4	6.4	118.28	0	48.438	386960000	32	NaN	NaN	0	NaN	sp|P53836|CA120_YEAST	sp|P53836|CA120_YEAST	2419
0	0	0	0	0	0	26.72442436	26.75085449	26.81066132	26.68364716	26.73943901	26.5573349	25.21903992	24.94654846	24.96455193	24.61823654	25.21600914	25.11703873				+	fold10_fold1	3	3	3	3.6	3.6	3.6	141.12	0	101.41	906650000	42	24.4280344	1.24E-23	26.71106021	761.9212202	sp|P53840|TOF1_YEAST	sp|P53840|TOF1_YEAST	2420
0	0	0	0	0	0	0	0	0	0	0	21.21957207	0	0	0	0	0	0						1	1	1	3.4	3.4	3.4	34.495	0.0050702	1.6228	13762000	5	NaN	NaN	0	NaN	sp|P53843|IST1_YEAST	sp|P53843|IST1_YEAST	2421
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.26092148						1	1	1	1.7	1.7	1.7	93.119	0	34.985	41800000	8	NaN	NaN	0	NaN	sp|P53848|FOL1_YEAST	sp|P53848|FOL1_YEAST	2422
0	0	0	0	25.41738129	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	6.5	6.5	6.5	46.211	0.00021013	2.532	34827000	2	NaN	NaN	0	NaN	sp|P53850|RTC4_YEAST	sp|P53850|RTC4_YEAST	2424
0	0	0	0	0	0	0	0	0	0	0	0	0	21.97962952	0	0	0	0						2	2	2	2.9	2.9	2.9	87.529	0	6.214	9277400	2	NaN	NaN	0	NaN	sp|P53852|SYC_YEAST	sp|P53852|SYC_YEAST	2426
0	0	0	0	0	0	0	0	0	23.4368248	0	0	0	0	0	0	0	0						1	1	1	4.9	4.9	4.9	30.615	0	21.682	59695000	20	NaN	NaN	0	NaN	sp|P53853|VPS75_YEAST	sp|P53853|VPS75_YEAST	2427
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.47513962	0						1	1	1	1.5	1.5	1.5	178.41	0	11.606	47037000	7	NaN	NaN	0	NaN	sp|P53855|ATG2_YEAST	sp|P53855|ATG2_YEAST	2428
0	0	0	0	0	0	24.64366913	24.43771362	24.24814796	24.26255798	24.20381546	24.45481682	23.21056366	0	23.33319855	23.36198807	23.43109512	0				+	fold10_fold1	3	3	3	9.9	9.9	9.9	47.822	0	55.56	178330000	36	21.12535411	6.60E-21	24.37512016	356.1473993	sp|P53857|YNX4_YEAST	sp|P53857|YNX4_YEAST	2429
0	0	0	0	0	0	26.90058136	26.82493019	26.79773521	26.92942619	26.98652649	26.79004669	25.86521149	25.73843384	25.7137413	25.69136429	25.80820847	0				+	fold10_fold1	4	4	4	6.2	6.2	6.2	100.59	0	85.298	1220600000	46	24.78374821	6.54E-24	26.87154102	826.9551744	sp|P53858|BNI4_YEAST	sp|P53858|BNI4_YEAST	2430
0	0	0	0	0	0	0	0	0	0	0	22.47674561	0	0	0	0	0	0						1	1	1	5.1	5.1	5.1	31.583	0.0014245	2.0984	31847000	9	NaN	NaN	0	NaN	sp|P53859|CSL4_YEAST	sp|P53859|CSL4_YEAST	2431
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.54974937						1	1	1	3.4	3.4	3.4	40.713	0	15.272	1279500000	24	NaN	NaN	0	NaN	sp|P53860|PDR16_YEAST	sp|P53860|PDR16_YEAST	2432
0	0	0	0	0	0	27.02780914	26.95338058	26.88855362	26.97432327	26.67505646	26.72116661	25.84802055	0	0	0	0	0				+	fold10_fold1	5	5	5	9.8	9.8	9.8	68.782	0	78.996	1113900000	59	22.22006956	7.49E-22	26.87338161	458.2553417	sp|P53863|JJJ1_YEAST	sp|P53863|JJJ1_YEAST	2433
0	0	0	0	0	0	24.5543232	24.61935806	0	0	24.91218758	0	0	0	0	0	0	0						2	2	2	5.6	5.6	5.6	86.949	0	28.392	159590000	19	NaN	NaN	0	NaN	sp|P53866|SQS1_YEAST	sp|P53866|SQS1_YEAST	2434
0	0	0	0	0	0	0	0	0	0	0	0	0	21.91305542	0	0	0	0						1	1	1	2.4	2.4	2.4	88.53	0	3.5274	51078000	8	NaN	NaN	0	NaN	sp|P53874|UBP10_YEAST	sp|P53874|UBP10_YEAST	2436
34.16331482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	9.7	9.7	9.7	36.818	0.0028158	1.9581	9989200000	13	NaN	NaN	0	NaN	sp|P53879|RHO5_YEAST	sp|P53879|RHO5_YEAST	2437
0	0	0	0	0	0	26.62030792	26.47419739	26.60356903	26.57744217	26.53335381	26.51705742	25.78606224	25.69008446	25.66890335	25.95242691	25.8514328	25.38284492				+	fold10_fold1	4	4	4	12.2	12.2	12.2	45.609	0	71.05	1121600000	71	26.27551437	8.62E-25	26.55432129	1165.896588	sp|P53883|NOP13_YEAST	sp|P53883|NOP13_YEAST	2438
0	0	0	24.13328171	0	0	27.29902649	27.19140625	27.24961472	27.20303154	27.22784233	27.25304604	26.09226608	26.40856552	26.13080978	26.09254837	26.2489624	25.9728775				+	fold10_fold1	4	4	4	19.7	19.7	19.7	40.278	0	82.475	2041000000	108	3.745298722	0.000441681	23.21511428	5.771680772	sp|P53885|MDG1_YEAST	sp|P53885|MDG1_YEAST	2439
0	0	0	0	0	0	26.73814964	26.83569145	26.71227264	26.73195076	26.74355316	26.75123596	25.94384766	25.71795654	25.74947357	25.69601631	25.8179245	25.55505562				+	fold10_fold1	5	5	5	18.5	18.5	18.5	49.694	0	170.6	1349600000	87	27.43782847	1.71E-25	26.75214227	1523.673968	sp|P53890|BNI5_YEAST	sp|P53890|BNI5_YEAST	2440
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6048317						1	1	1	4.3	4.3	4.3	40.016	0	9.4328	99353000	11	NaN	NaN	0	NaN	sp|P53892|IBD2_YEAST	sp|P53892|IBD2_YEAST	2441
0	0	0	0	0	0	27.76122856	0	27.81213188	27.72299194	27.69643974	27.80667305	0	0	0	0	0	0						2	2	2	16.1	16.1	16.1	18.051	0	151.15	3773200000	74	NaN	NaN	0	NaN	sp|P53897|IGO1_YEAST	sp|P53897|IGO1_YEAST	2442
0	0	0	0	0	0	0	0	0	0	0	22.34640694	0	0	0	0	0	0						1	1	1	3	3	3	33.666	0.0098206	1.2702	12944000	2	NaN	NaN	0	NaN	sp|P53898|NSG2_YEAST	sp|P53898|NSG2_YEAST	2443
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	11.3	11.3	11.3	31.516	0	3.4898	0	2	NaN	NaN	0	NaN	sp|P53899|CUZ1_YEAST	sp|P53899|CUZ1_YEAST	2444
0	0	0	0	0	0	26.56665611	26.80845451	0	0	26.47362518	26.688591	0	0	0	0	0	0						2	2	2	15.5	15.5	15.5	15.053	0	41.266	1063600000	100	NaN	NaN	0	NaN	sp|P53903|PGA2_YEAST	sp|P53903|PGA2_YEAST	2445
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.63056564						1	1	1	7.9	7.9	7.9	28.353	0	37.967	296140000	20	NaN	NaN	0	NaN	sp|P53904|TBCB_YEAST	sp|P53904|TBCB_YEAST	2446
0	0	0	0	0	0	24.71418762	0	0	0	0	0	0	0	0	0	0	0						2	2	2	7.3	7.3	7.3	49.391	0	14.409	147700000	11	NaN	NaN	0	NaN	sp|P53911|EAF7_YEAST	sp|P53911|EAF7_YEAST	2447
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.80554008	0						1	1	1	2.4	2.4	2.4	41.164	0	2.6662	136960000	12	NaN	NaN	0	NaN	sp|P53912|YNN4_YEAST	sp|P53912|YNN4_YEAST	2448
0	0	0	0	0	0	25.14472198	25.29080772	25.06718636	25.10309601	24.96745682	24.9164772	0	0	0	0	0	0				+	fold10_fold1	2	2	2	2.5	2.5	2.5	109.79	0	27.354	283080000	21	22.24813902	7.24E-22	25.08162435	461.2268734	sp|P53917|FAR11_YEAST	sp|P53917|FAR11_YEAST	2449
0	0	0	0	0	0	0	0	23.7923336	23.88650894	23.98511505	24.52001381	0	0	0	0	0	0						2	2	2	6.3	6.3	6.3	54.949	0	14.748	105310000	14	NaN	NaN	0	NaN	sp|P53919|NAF1_YEAST	sp|P53919|NAF1_YEAST	2450
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.26338768	0	0						1	1	1	0.8	0.8	0.8	110.88	0.0068939	1.4394	19291000	11	NaN	NaN	0	NaN	sp|P53920|NM111_YEAST	sp|P53920|NM111_YEAST	2451
0	0	0	0	0	0	0	22.07421112	0	0	0	0	0	0	0	0	0	0						1	1	1	2.2	2.2	2.2	56.472	0	3.5448	10697000	2	NaN	NaN	0	NaN	sp|P53923|CTU2_YEAST	sp|P53923|CTU2_YEAST	2452
0	0	0	0	0	0	26.65731049	0	0	0	0	0	0	0	0	0	0	0						1	1	1	9.1	9.1	9.1	25.447	0	74.319	589180000	14	NaN	NaN	0	NaN	sp|P53927|NOP15_YEAST	sp|P53927|NOP15_YEAST	2453
0	0	0	0	0	0	24.59565353	24.61705971	24.70234489	24.69460869	24.62338257	24.74077797	0	0	0	0	0	0				+	fold10_fold1	2	2	2	6.2	6.2	6.2	87.559	0	13.936	259800000	36	25.7871204	1.49E-24	24.66230456	1041.886151	sp|P53946|ARP5_YEAST	sp|P53946|ARP5_YEAST	2454
0	0	0	0	0	0	0	0	0	0	0	0	21.75045967	0	0	0	0	0						1	1	1	13.7	13.7	13.7	22.472	0	9.1176	43161000	14	NaN	NaN	0	NaN	sp|P53949|OCA2_YEAST	sp|P53949|OCA2_YEAST	2455
0	0	0	0	0	0	22.44288445	0	0	0	0	0	0	0	0	0	0	0						2	2	2	2.4	2.4	2.4	128.14	0	5.463	9608000	3	NaN	NaN	0	NaN	sp|P53950|VAC7_YEAST	sp|P53950|VAC7_YEAST	2456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	6	6	6	45.604	0	14.449	0	1	NaN	NaN	0	NaN	sp|P53951|COG5_YEAST	sp|P53951|COG5_YEAST	2457
0	0	0	0	0	0	25.63050842	25.44915962	25.92063904	26.02637482	25.91303253	25.61355209	0	24.07798004	24.82240486	0	0	0				+	fold10_fold1	2	2	2	18.5	18.5	18.5	31.437	0	57.577	465190000	35	20.07125557	6.04E-20	25.75887775	279.3895234	sp|P53952|YNF0_YEAST	sp|P53952|YNF0_YEAST	2458
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.25594711						1	1	1	5.9	5.9	5.9	43.848	0	11.822	83025000	9	NaN	NaN	0	NaN	sp|P53962|YND5_YEAST	sp|P53962|YND5_YEAST	2461
0	0	0	0	0	0	0	0	0	0	0	23.02450371	0	0	0	0	0	0						1	1	1	6.4	6.4	6.4	32.755	0	10.88	54666000	6	NaN	NaN	0	NaN	sp|P53965|SIW14_YEAST	sp|P53965|SIW14_YEAST	2462
0	0	0	0	0	0	25.13139725	0	24.17523766	24.96062469	24.94984627	0	23.89809227	23.70809364	0	0	0	23.95251465						4	4	4	7.7	7.7	7.7	71.372	0	18.548	207160000	26	NaN	NaN	0	NaN	sp|P53974|ARK1_YEAST	sp|P53974|ARK1_YEAST	2463
0	0	0	0	0	0	25.0197525	0	25.05237579	0	0	0	0	0	0	22.87164116	0	0						1	1	1	3.3	3.3	3.3	27.48	0	3.7127	178020000	12	NaN	NaN	0	NaN	sp|P53981|PYP1_YEAST	sp|P53981|PYP1_YEAST	2465
28.60787773	28.29880905	28.55953979	28.69856071	28.46489906	28.06224251	28.10609436	28.0307579	28.06373405	27.99210167	28.03044319	27.54200363	27.68465233	28.47680283	28.22504044	28.44707108	28.41373062	28.46548271				+	fold10_fold1	4	4	4	6.4	6.4	6.4	53.944	0	151.6	4909300000	67	2.469794671	0.00685159	-0.487799009	-3.817019848	sp|P53985|MOT1_HUMAN	sp|P53985|MOT1_HUMAN	2466
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.14768219	0	0						2	2	2	1.7	1.7	1.7	118.32	0	3.542	7617000	4	NaN	NaN	0	NaN	sp|P53992|SC24C_HUMAN	sp|P53992|SC24C_HUMAN	2468
